External_ID,Molecule SMILES,First Sample Reg. Date,SAU Gyr IC50 (µM),SAU Gyr Ki (µM),Sau516 MIC (µg/ml),Sau516  MIC (µM),Mean Human Prot binding (% free),Mean LogD,Determination of pKa HA1,Determination of pKa HA2,Determination of pKa B1,Determination of pKa B2,Sirius pKa
AZ1557,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)C)Cl)Cl,6/28/2005,0.00176,0.00151,0.13,0.2986,0.2,1,,,,,
AZ1558,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)CNC(C)(C)C,7/1/2005,0.268,,>8,>14.64,,,,,,,
AZ1559,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)CNC(C)(C)C)Cl)Cl,7/1/2005,<0.00977,0.0045,>8,>15.43,15.3,2.15,,,,,
AZ1560,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2S(=O)(=O)C)c3ncc(s3)C(=O)O)Cl)Cl,7/5/2005,0.049,,>8,>16.62,13,-1.13,,,,,
AZ1561,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C)Cl)Cl,7/6/2005,<0.00977,<0.00109,0.031,0.06849,1.767,1.23,,,,,
AZ1562,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)NCCOC,7/11/2005,0.0114,0.0116,2,3.556,,,,,,,
AZ1563,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)NC(C)CO,7/11/2005,0.0158,0.0144,2,3.556,,,,,,,
AZ1564,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NC(C)CO)Cl)Cl,7/11/2005,<0.00977,0.00133,2,3.742,4.3,0.77,,,,,
AZ1565,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NCCOC)Cl)Cl,7/11/2005,<0.00977,0.00124,NV,NV,1.9,1.18,,,,,
AZ1566,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)NCC(C)O)C(=O)O)Cl)Cl,7/11/2005,<0.00977,0.000978,>8,>14.97,NV,-0.52,,,,,
AZ1567,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NCC(C)O)Cl)Cl,7/11/2005,<0.00977,0.00122,2,3.742,3.8,0.93,,,,,
AZ1568,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)CN4CCCCC4)Cl)Cl,7/19/2005,<0.00977,0.00761,8,15.08,5,2.04,,,,,
AZ1569,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@H]2O)c3ncc(s3)C(=O)OC)Cl)Cl,7/21/2005,0.914,,>8,>18.46,,,,,,,
AZ1570,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)CN4CCC(C4)O)Cl)Cl,7/26/2005,<0.00977,<0.000681,>8,>15.02,10.6,1.33,,,,,
AZ1571,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)N[C@H](C)CO)Cl)Cl,7/26/2005,<0.00977,0.0013,1,1.871,3.2,0.8,,,,,
AZ1572,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@H]2OCc3ccccc3)c4ncc(s4)C(=O)O)Cl)Cl,8/1/2005,0.186,,>8,>15.7,0.7,1.18,,,,,
AZ1573,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@H]2OCC=C)c3ncc(s3)C(=O)O)Cl)Cl,8/1/2005,0.127,,>8,>17.42,1.9,0.35,,,,,
AZ1574,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@H]2O)c3ncc(s3)C(=O)O)Cl)Cl,8/1/2005,0.394,,>8,>19.08,6.4,-0.71,,,,,
AZ1575,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C)C(=O)O)Cl)Cl,8/1/2005,<0.00977,0.00158,0.13,0.2906,0.7,1.18,,,,,
AZ1576,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)NCC(F)F,8/2/2005,0.0271,0.02,>8,>14.07,NV,2.05,,,,,
AZ1577,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NCC(F)F)Cl)Cl,8/2/2005,<0.00977,<0.000681,0.354,0.6543,0.4,1.16,,,,,
AZ1578,Cc1c(c2c([nH]1)C(=O)N(CCC2)C3CCN(CC3)c4ncc(s4)C(=O)O)Cl,8/2/2005,1.43,,>8,>19.56,4.15,0.01,,,,,
AZ1579,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@H]2OCc3ccccn3)c4ncc(s4)C(=O)O)Cl)Cl,8/8/2005,0.428,,>8,>15.67,3.3,0.11,,,,,
AZ1580,Cc1c(c2c([nH]1)C(=O)N(CCC2)C3CCN(CC3)c4nc(cs4)C(=O)O)Cl,8/8/2005,0.36,,>8,>19.56,0.4,-0.15,,,,,
AZ1581,Cc1c(c2c([nH]1)C(=O)N(CCC2)C3CCN(CC3)c4cc(ccn4)C(=O)O)Cl,8/8/2005,0.0311,0.0725,>8,>19.86,NV,0.35,,,,,
AZ1582,Cc1c(c2c([nH]1)C(=O)N(CCC2)C3CCN(CC3)c4nc(c(s4)C(=O)O)C)Cl,8/8/2005,0.187,,>8,>18.92,0.4,NV,,,,,
AZ1583,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)Nc4ccon4)Cl)Cl,8/8/2005,<0.00977,<0.000681,4,7.361,0.2,0.67,,,,,
AZ1584,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)N[C@@H]4CCOC4,8/8/2005,0.0153,0.0164,4,6.963,,,,,,,
AZ1585,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)N[C@@H]4C[C@@H]4F,8/8/2005,<0.00977,0.0079,1,1.778,,,,,,,
AZ1586,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)N[C@@H]4CCOC4)Cl)Cl,8/8/2005,<0.00977,0.00149,0.5,0.915,1.3,0.67,,,,,
AZ1587,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)N[C@@H]4C[C@@H]4F)Cl)Cl,8/8/2005,<0.00977,<0.000681,0.063,0.1179,0.8,0.81,,,,,
AZ1588,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)N[C@@H](C)COC,8/15/2005,0.0221,0.0141,2,3.469,,,,,,,
AZ1589,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)NCC#C,8/15/2005,<0.00977,<0.00268,0.5,0.9218,,,,,,,
AZ1590,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)NC(C)(C)CO,8/15/2005,0.0118,0.00731,2,3.469,,,,,,,
AZ1591,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)CN=[N+]=[N-])Cl)Cl,8/15/2005,<0.00977,<0.000681,0.063,0.129,0.35,1.23,,,,,
AZ1592,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)N[C@@H](C)COC)Cl)Cl,8/15/2005,0.00115,<0.00109,0.0359,0.06306,1.5,1.438,,11.01,4.214,,
AZ1593,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NCC#C)Cl)Cl,8/16/2005,<0.00977,<0.000681,0.13,0.2527,0.6,1.19,,,,,
AZ1594,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NC(C)(C)CO)Cl)Cl,8/16/2005,<0.00977,0.00112,0.25,0.4558,1.8,1.38,,,,,
AZ1595,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCC#C)c3ncc(s3)C(=O)O)Cl)Cl,8/26/2005,<0.00977,<0.000681,0.5,1.093,1.8,,,,,,
AZ1596,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)NC4CC4,8/30/2005,0.0165,0.0164,1,1.837,,,,,,,
AZ1597,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NC4CC4)Cl)Cl,8/30/2005,<0.00977,<0.000681,0.063,0.122,1.1,,,,,,
AZ1598,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NC4(CC4)C#N)Cl)Cl,8/30/2005,<0.00977,<0.000681,4,7.388,1.1,,,,,,
AZ1599,COC(=O)c1cnc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3cc(c[nH]3)Cl,8/30/2005,2.95,,>8,>20.68,,,,,,,
AZ1600,c1c(c([nH]c1C(=O)N[C@@H]2CCN(C[C@@H]2F)c3ncc(s3)C(=O)O)Cl)Cl,8/30/2005,0.167,,>8,>19.64,7.6,NV,,,,,
AZ1601,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3cc(c([nH]3)C)Cl)C,9/2/2005,0.919,,>8,>18.65,,,,,,,
AZ1602,c1c(c[nH]c1C(=O)N[C@@H]2CCN(C[C@@H]2F)c3ncc(s3)C(=O)O)Cl,9/2/2005,1.44,,>8,>21.46,22.2,-1.37,,,,,
AZ1603,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3cc(c[nH]3)Cl)C,9/2/2005,5.03,,>8,>19.28,,,,,,,
AZ1604,Cc1c(sc(n1)N2CC[C@H]([C@H](C2)F)NC(=O)c3cc(c([nH]3)Cl)Cl)C(=O)O,9/2/2005,0.126,,>8,>18.99,2.2,NV,,,,,
AZ1605,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NC4(CC4)C(=O)O)Cl)Cl,9/6/2005,<0.00977,<0.000681,>8,>14.28,4.7,NV,,,,,
AZ1606,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)NC(C)(C)C#N,9/6/2005,0.0324,0.0276,2,3.5,,,,,,,
AZ1607,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NC(C)(C)C#N)Cl)Cl,9/6/2005,<0.00977,<0.000681,4,7.361,1.2,0.17,,,,,
AZ1608,Cc1c(cc([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)C)Cl,9/6/2005,0.0495,0.0299,>8,>19.96,4.5,NV,,,,,
AZ1609,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3cc(c([nH]3)Cl)Cl)C,9/6/2005,0.829,,>8,>17.8,,,,,,,
AZ1610,Cc1c(sc(n1)N2CC[C@H]([C@H](C2)F)NC(=O)c3cc(c[nH]3)Cl)C(=O)O,9/6/2005,1.08,,>8,>20.68,7.1,-0.56,,,,,
AZ1611,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)NC(CO)C(=O)OC,9/13/2005,<0.00977,0.00372,1,1.649,,,,,,,
AZ1612,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NC(CO)C(=O)O)Cl)Cl,9/13/2005,<0.00977,<0.000681,>8,>14.17,5.6,<-1,,,,,
AZ1613,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3cc(c(cn3)C(=O)N)C(=O)O)Cl)Cl,9/15/2005,<0.00977,0.00249,>8,>13.69,8.2,-0.93,,,,,
AZ1614,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)NCCN4CCOCC4,9/26/2005,0.0183,0.0115,2,3.239,,,,,,,
AZ1615,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)NCC4OCCO4,9/26/2005,<0.00977,0.00257,1,1.693,,,,,,,
AZ1616,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)NCCCN4CCCC4=O,9/26/2005,0.012,0.0104,2,3.177,,,,,,,
AZ1617,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)NCc4ccccn4,9/26/2005,<0.00977,0.00952,1,1.679,,,,,,,
AZ1618,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NCCN4CCOCC4)Cl)Cl,9/26/2005,<0.00977,0.00108,0.25,0.4241,5.4,1.03,,,,,
AZ1619,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NCC4OCCO4)Cl)Cl,9/26/2005,<0.00977,<0.000681,0.063,0.1092,2.75,0.76,,,,,
AZ1620,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NCc4ccccn4)Cl)Cl,9/26/2005,<0.00977,<0.000681,0.063,0.111,0.6,1.69,,,,,
AZ1621,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NCCCN4CCCC4=O)Cl)Cl,9/26/2005,<0.00977,<0.000988,0.13,0.2161,3.6,1.13,,,,,
AZ1622,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)C)Cl)Cl,9/30/2005,<0.00391,<0.00209,<0.0674,<0.1472,1.8,0.356,4.295,,,,
AZ1623,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(C#N)N4CCOCC4)Cl)Cl,10/4/2005,<0.00977,<0.00128,4,7.175,NV,0.7,,,,,
AZ1624,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NCCS(=O)(=O)C)Cl)Cl,10/4/2005,<0.00977,<0.000681,2,3.371,5.25,0.08,,,,,
AZ1625,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NCc4ncco4)Cl)Cl,10/4/2005,<0.00977,<0.000681,4,6.904,NV,0.8,,,,,
AZ1626,Cc1c(c([nH]c1Cl)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3ncc(s3)C(=O)O)Cl,10/7/2005,0.0951,,>8,>18.99,1.1,0.24,,,,,
AZ1627,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NCCF)Cl)Cl,10/11/2005,<0.00977,0.00218,0.5,0.9572,3.5,1.06,,,,,
AZ1628,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)F)NC(=O)c3c(c(c([nH]3)Cl)C)Cl)C(=O)NCCN4CCOCC4,10/13/2005,0.359,,>8,>13.21,,,,,,,
AZ1629,Cc1c(c([nH]c1Cl)C(=O)N[C@@H]2CCN(C[C@@H]2F)c3nc(c(s3)C(=O)O)C(=O)NCCN4CCOCC4)Cl,10/13/2005,0.0323,0.0403,8,13.85,8.5,1.07,,,,,
AZ1630,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)NOC)C)Cl)Cl,10/17/2005,<0.00977,0.00311,0.5,1.05,0.7,>3,,,,,
AZ1631,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OCCOC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C,10/17/2005,0.355,,>8,>15.4,,,,,,,
AZ1632,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NCC(C)(C)O)Cl)Cl,10/18/2005,<0.00977,<0.00142,0.5,0.9117,4,1.14,,,,,
AZ1633,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCCOC)c3nc(c(s3)C(=O)O)C)Cl)Cl,10/18/2005,<0.00977,0.00662,0.5,1.018,6.4,0.92,,,,,
AZ1634,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)C(C)(C)O)Cl)Cl,10/31/2005,0.0918,,4,7.914,,,,,,,
AZ1635,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc4c(s3)c(cs4)C(=O)O)Cl)Cl,10/31/2005,<0.00977,0.000644,0.031,0.0633,NV,1.55,,,,,
AZ1636,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(C)(C)O)Cl)Cl,11/1/2005,<0.00977,<0.00169,2,4.07,0.2,0.67,,,,,
AZ1637,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)NC[C@@H](C)OC,11/29/2005,<0.00977,0.00279,0.5,0.8673,,,,,,,
AZ1638,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)NC[C@H](C)OC,11/29/2005,0.0189,0.012,2,3.469,,,,,,,
AZ1639,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2N=[N+]=[N-])c3ncc(s3)C(=O)OC)Cl)Cl,11/29/2005,<0.00977,0.00346,0.5,0.8736,,,,,,,
AZ1640,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2N=[N+]=[N-])c3ncc(s3)C(=O)O)Cl)Cl,11/29/2005,<0.00977,<0.000681,0.25,0.5627,2,0.53,,,,,
AZ1641,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2N)c3ncc(s3)C(=O)O)Cl)Cl,11/29/2005,0.291,,>8,>15.03,15,0.28,,,,,
AZ1642,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NC[C@@H](C)OC)Cl)Cl,12/2/2005,<0.00977,<0.000681,0.031,0.0543,2.5,1.36,,,,,
AZ1643,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NC[C@H](C)OC)Cl)Cl,12/2/2005,<0.00977,<0.000681,0.031,0.0543,2.7,,,,,,
AZ1644,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)N[C@H](C)COC,12/2/2005,<0.00977,0.00307,0.5,0.8673,,,,,,,
AZ1645,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)C(=O)C)Cl)Cl,12/2/2005,0.0155,0.0122,1,2.043,,,,,,,
AZ1646,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)N[C@H](C)COC)Cl)Cl,12/5/2005,<0.00977,<0.000681,0.031,0.0543,2.4,1.35,,,,,
AZ1647,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OCC#C)c3ncc(s3)C(=O)OC)Cl)Cl,12/12/2005,<0.00977,0.0044,0.5,1.061,,>3,,,,,
AZ1648,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)C(=O)NC(COC)COC)Cl)Cl,12/14/2005,0.000613,<0.00152,0.0499,0.08567,2.04,1.05,3.391,11.84,3.454,,
AZ1649,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3ccnn3)c4ncc(s4)C(=O)O)Cl)Cl,2/6/2006,<0.00977,0.0057,32,68.04,14.6,-0.65,,,,,
AZ1650,CCOC(=O)c1c(nc(s1)N2CC[C@H]([C@H](C2)OC)NC(=O)c3c(c(c([nH]3)C)Cl)Cl)C(=O)O,2/6/2006,<0.00977,0.00226,2,3.957,,,,,,,
AZ1651,Cc1c(c(c([nH]1)C(=O)NC2CCCN(CC2)c3ncc(s3)C(=O)O)Cl)Cl,2/17/2006,0.0712,,4,9.585,2.4,0.25,,,,,
AZ1652,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3ccnn3)c4ncc(s4)C(=O)OC)Cl)Cl,2/20/2006,0.0124,0.0104,1,2.064,,,,,,,
AZ1653,Cc1c(c(c([nH]1)C(=O)N[C@H]2CCN(C[C@H]2n3ccnn3)c4nc5cccc(c5s4)C(=O)O)Cl)Cl,2/28/2006,<0.00977,<0.000681,2,3.843,0.8,0.74,,,,,
AZ1654,Cc1c(c(c([nH]1)C(=O)NC2CCCN(CC2)c3cc(ccn3)C(=O)O)Cl)Cl,3/10/2006,0.925,,64,155.6,NV,0.55,,,,,
AZ1655,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3ccnn3)c4ncc(s4)C(=O)NOC)Cl)Cl,3/17/2006,0.0196,,4,8.01,NV,2.32,,,,,
AZ1656,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2N=[N+]=[N-])c3nc(c(s3)C(=O)O)C(=O)NCCOC)Cl)Cl,3/21/2006,<0.00977,,<0.063,<0.1155,1.5,1.41,,,,,
AZ1657,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nccn4COCC[Si](C)(C)C)Cl)Cl,4/3/2006,<0.011,<0.000681,0.25,0.3971,NV,>3,,,,,
AZ1658,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC23OCCO3)c4ncc(s4)C(=O)OC)Cl)Cl,4/14/2006,0.463,,>64,>134.6,,,,,,,
AZ1659,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC23OCCO3)c4ncc(s4)C(=O)O)Cl)Cl,4/14/2006,0.0178,0.0113,32,69.37,7.5,-0.39,,,,,
AZ1660,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC23OCCO3)c4nc(c(s4)C(=O)OC)C(=O)C)Cl)Cl,4/14/2006,0.487,,>64,>123.7,,,,,,,
AZ1661,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC23OCCO3)c4nc(c(s4)C(=O)OC(C)C)C(=O)NC)Cl)Cl,4/14/2006,0.27,,>64,>114.2,,,,,,,
AZ1662,CCOC(=O)c1c(nc(s1)N2CCC(C3(C2)OCCO3)NC(=O)c4c(c(c([nH]4)C)Cl)Cl)C(=O)NCCOC,4/14/2006,0.226,,16,27.1,,,,,,,
AZ1663,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC23OCCO3)c4nc(c(s4)C(=O)O)C(=O)C)Cl)Cl,4/14/2006,<0.0177,,4,7.947,3.5,-0.07,,,,,
AZ1664,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC23OCCO3)c4nc(c(s4)C(=O)O)C(=O)NC)Cl)Cl,4/14/2006,<0.0122,0.0103,8,14.8,2,NV,,,,,
AZ1665,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC23OCCO3)c4nc(c(s4)C(=O)O)C(=O)NCCOC)Cl)Cl,4/14/2006,<0.00977,0.0061,4,6.844,2.8,0.67,,,,,
AZ1666,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2(OC)OC)c3ncc(s3)C(=O)OC)Cl)Cl,4/21/2006,0.169,,8,16.76,,,,,,,
AZ1667,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3cc(nn3)Cl)c4ncc(s4)C(=O)OC)Cl)Cl,4/24/2006,0.04,0.00823,0.5,0.9637,NV,>3,,,,,
AZ1668,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3cc(nn3)Cl)c4ncc(s4)C(=O)O)Cl)Cl,4/24/2006,<0.00977,<0.00126,8,15.85,6.4,-0.18,,,,,
AZ1669,Cc1c(c(c([nH]1)C(=O)NC2CCN(CC2(OC)OC)c3ncc(s3)C(=O)O)Cl)Cl,4/24/2006,<0.0115,0.00549,2,4.317,1.8,0.24,,,,,
AZ1670,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3ccnn3)c4nc5cccc(c5s4)C(=O)NOC)Cl)Cl,4/24/2006,<0.00977,<0.00106,<0.063,<0.1147,1.167,>3.5,,,,,
AZ1671,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3cc(nn3)Cl)c4nc(c(s4)C(=O)O)C(=O)NCCOC)Cl)Cl,5/8/2006,<0.00977,<0.000681,NV,NV,3.5,0.75,,,,,
AZ1672,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3cc(nn3)Cl)c4nc(c(s4)C(=O)O)C(=O)NC(COC)COC)Cl)Cl,5/8/2006,<0.00977,<0.000681,1,1.488,4.3,0.68,,,,,
AZ1673,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2n3cc(nn3)Cl)c4nc(c(s4)C(=O)O)C(=O)NC5CC5)Cl)Cl,5/8/2006,<0.00977,<0.000681,NV,NV,0.7,1.06,,,,,
AZ1674,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)OC)c4nccn4COC)Cl)Cl,5/11/2006,<0.00977,0.0334,1,1.794,,,,,,,
